App,Rating,Size_Megabytes,Installs,Type,Price,Content Rating,Last Updated,Current Ver,Android Ver,Genres_1,Genres_description
Call of Mini™ Zombies 2,4.4,17.0,"5,000,000+",Free,0.0,Teen,"February 10, 2015",2.1.3,2.3.3 and up,Arcade,No description
Dungeon Legends - PvP Action MMO RPG Co-op Games,4.4,42.0,"1,000,000+",Free,0.0,Teen,"June 25, 2018",3.10,4.0.3 and up,Role Playing,No description
"Chinese Chess 3D Online (Xiangqi, 象棋, co tuong)",3.5,37.0,"1,000+",Paid,0.99,Everyone,"December 27, 2017",2.2.1,4.1 and up,Board,No description
2-Player Co-op Zombie Shoot,4.2,13.0,"1,000+",Free,0.0,Teen,"July 1, 2018",1.0.13,2.3 and up,Action,No description
CP RACING 2 FREE,4.0,19.0,"100,000+",Free,0.0,Everyone,"March 12, 2018",3,4.0 and up,Simulation,No description
IV Go（get IV for Pokemon）,4.6,20.0,"1,000,000+",Free,0.0,Everyone,"July 31, 2018",15.0,4.1 and up,Adventure,No description
CP Trivia,5.0,12.0,100+,Free,0.0,Everyone,"August 6, 2018",0.99,5.0 and up,Trivia,No description
Crusaders Quest,4.4,69.0,"5,000,000+",Free,0.0,Everyone 10+,"July 26, 2018",4.7.0.KG,4.1 and up,Role Playing,No description
Curio Quest,4.3,50.0,"1,000,000+",Free,0.0,Everyone 10+,"March 29, 2018",1.14.00,4.0.3 and up,Role Playing,No description
Cardinal Quest 2,4.4,36.0,"100,000+",Free,0.0,Everyone,"September 19, 2016",1.19,2.3 and up,Role Playing,No description
CQ: Lost In Transmission,4.2,61.0,10+,Free,0.0,Everyone,"May 13, 2018",1.1,4.4 and up,Action,No description
Palavras la cq,3.9,3.4,"100,000+",Free,0.0,Everyone,"October 18, 2014",1.0,2.3.3 and up,Trivia,No description
Gunship Modern Combat 3D,4.2,26.0,"500,000+",Free,0.0,Teen,"July 25, 2017",1.05,2.3 and up,Action,No description
Gun Simulator - Gun Games,4.4,Not informed,"10,000+",Free,0.0,Teen,"February 24, 2018",Varies with device,4.0.3 and up,Simulation,No description
ClanManagerTT2,4.7,3.3,"1,000+",Free,0.0,Everyone,"July 24, 2018",2.2.9,4.4 and up,Casual,No description
Sniper Killer Shooter,4.0,19.0,"10,000,000+",Free,0.0,Teen,"February 21, 2017",1.1.4,2.3 and up,Action,No description
Snowboard Racing Free Fun Game,3.8,43.0,"100,000+",Free,0.0,Everyone,"October 26, 2016",1.4.0,2.3.3 and up,Racing,No description
الفاتحون Conquerors,4.5,40.0,"5,000,000+",Free,0.0,Teen,"August 3, 2018",1.8.0,4.0 and up,Strategy,No description
Toughest Game Ever 2,4.6,Not informed,"5,000,000+",Free,0.0,Everyone,"October 22, 2015",8.1,4.0.3 and up,Action,No description
Next Island: Dino Village,3.9,37.0,"1,000+",Free,0.0,Everyone 10+,"May 4, 2018",1.0,5.0 and up,Casual,No description
Color Quartets,4.0,12.0,"1,000+",Free,0.0,Everyone,"November 15, 2016",1.46,4.0 and up,Casual,No description
Chest Simulator for Clash Royale,4.4,33.0,"100,000+",Free,0.0,Everyone,"July 19, 2018",1.1.9,4.1 and up,Simulation,No description
Ultimate Clash Royale Tracker,4.7,5.9,"1,000,000+",Free,0.0,Everyone,"July 4, 2018",1.4.8,4.2 and up,Strategy,No description
CR Best Decks,3.5,30.0,"1,000+",Free,0.0,Everyone,"July 5, 2017",1.03,4.0.3 and up,Strategy,No description
Critical Strike CS: Counter Terrorist Online FPS,4.3,Not informed,"1,000,000+",Free,0.0,Mature 17+,"August 3, 2018",4.84,4.1 and up,Action,No description
Assault Line CS Online Fps Go,4.1,70.0,"1,000,000+",Free,0.0,Mature 17+,"July 13, 2016",1.1.2,2.3 and up,Action,No description
Standoff 2,4.5,47.0,"10,000,000+",Free,0.0,Mature 17+,"July 12, 2018",0.9.5,4.1 and up,Action,No description
Counter Online FPS Game,4.2,42.0,"5,000,000+",Free,0.0,Teen,"July 25, 2018",2.7,4.1 and up,Action,No description
Combat Strike CS 🔫 Counter Terrorist Attack FPS💣,4.1,39.0,"100,000+",Free,0.0,Teen,"July 23, 2018",1.0.7,4.1 and up,Action,No description
Ultimate Quiz for CS:GO - Skins | Cases | Players,4.5,22.0,"100,000+",Free,0.0,Everyone,"February 14, 2018",1.3.0,4.1 and up,Trivia,No description
Аim Training for CS,3.6,12.0,"100,000+",Free,0.0,Everyone,"October 25, 2014",1.8,2.3 and up,Action,No description
Sniper Traning for CS GO,3.2,14.0,"50,000+",Free,0.0,Teen,"May 18, 2016",1.0.2,4.0 and up,Action,No description
Your rank CS:GO,4.1,7.5,"100,000+",Free,0.0,Teen,"July 16, 2017",1.82,4.0.3 and up,Trivia,No description
Mobile CS:GO,3.1,0.63,"100,000+",Free,0.0,Everyone,"November 11, 2015",1.3,2.3.3 and up,Action,No description
Counter Terrorist Gun Strike CS: Special Forces,4.2,44.0,"10,000+",Free,0.0,Teen,"August 18, 2017",1.1,2.3 and up,Action,No description
Shooter Sniper CS - FPS Games,3.5,40.0,"1,000,000+",Free,0.0,Teen,"February 15, 2017",4.0,2.3 and up,Action,No description
CS16Client,4.3,9.1,"500,000+",Free,0.0,Teen,"April 1, 2017",1.33,1.5 and up,Action,No description
Counter Attack - Multiplayer FPS,4.3,32.0,"1,000,000+",Free,0.0,Teen,"July 21, 2018",1.1.97,4.4 and up,Action,No description
What's Your CS:GO rank?,2.3,2.4,"10,000+",Free,0.0,Teen,"February 11, 2017",1.0,2.3 and up,Trivia,No description
Map Callouts for CS:GO,4.3,3.6,"50,000+",Free,0.0,Everyone,"January 26, 2018",2.1,4.0.3 and up,Action,No description
Case Simulator Hero for CS:GO,4.3,68.0,"500,000+",Free,0.0,Teen,"July 4, 2018",3.1.2,4.2 and up,Simulation,No description
Quiz CS:GO players,4.4,31.0,"50,000+",Free,0.0,Everyone,"June 23, 2018",4.2,4.0.3 and up,Trivia,No description
Puzzle for CS:GO,4.3,18.0,"10,000+",Free,0.0,Everyone,"September 16, 2016",1.53,4.0.3 and up,Word,No description
CT-REMOTE,3.3,1.6,100+,Paid,4.49,Everyone,"February 10, 2015",1.4,2.3 and up,Action,No description
CT-ART 4.0 (Chess Tactics 1200-2400 ELO),4.8,Not informed,"100,000+",Free,0.0,Everyone,"May 22, 2018",1.1.0,4.1 and up,Board,No description
Amazing Fart Sounds,4.0,Not informed,"5,000,000+",Free,0.0,Everyone,"August 24, 2017",Varies with device,Varies with device,Casual,No description
Planet of Cubes Survival Craft,3.9,35.0,"10,000,000+",Free,0.0,Everyone,"June 26, 2018",4.5.4,4.1 and up,Simulation,No description
Moto Rider,4.2,24.0,"10,000,000+",Free,0.0,Teen,"June 15, 2018",1.2.1,4.0 and up,Racing,No description
Crazy Wheels,4.0,7.0,"10,000,000+",Free,0.0,Teen,"January 17, 2018",1.0.7,2.1 and up,Adventure,No description
Cartoon Wars: Blade,4.4,38.0,"5,000,000+",Free,0.0,Teen,"February 7, 2018",1.1.0,2.3 and up,Arcade,No description
Saiyan Of CW,3.8,1.1,500+,Free,0.0,Everyone,"July 31, 2018",2.0.10,4.0.3 and up,Role Playing,No description
Cartoon Wars 3,4.1,72.0,"5,000,000+",Free,0.0,Teen,"July 4, 2018",2.0.2,2.3 and up,Role Playing,No description
CX-10WiFi,4.0,12.0,"100,000+",Free,0.0,Everyone,"October 25, 2017",2.5_16,4.0 and up,Casual,No description
CX-60,3.1,94.0,"1,000+",Free,0.0,Everyone,"May 9, 2017",1.6,2.3 and up,Casual,No description
CX-10DS,3.4,11.0,"1,000+",Free,0.0,Everyone,"September 15, 2017",1.5_6,4.0 and up,Casual,No description
CX-37,3.9,12.0,"1,000+",Free,0.0,Everyone,"May 30, 2016",1.3_4,3.0 and up,Casual,No description
CX watcher,4.5,30.0,500+,Free,0.0,Everyone,"June 21, 2018",1.5_6,4.1 and up,Casual,No description
Freecell CY,4.0,1.1,"50,000+",Free,0.0,Everyone,"April 16, 2011",1.3.3,1.6 and up,Card,No description
Shadowverse CCG,4.2,61.0,"1,000,000+",Free,0.0,Teen,"July 30, 2018",2.2.15,4.1 and up,Card,No description
Army of Heroes,4.5,46.0,"1,000,000+",Free,0.0,Everyone 10+,"August 1, 2018",1.03.06,4.0 and up,Strategy,No description
SuperBikers 2,3.9,Not informed,"500,000+",Free,0.0,Everyone 10+,"July 6, 2018",Varies with device,Varies with device,Racing,No description
Death Dragon Knights RPG,4.1,19.0,"1,000,000+",Free,0.0,Teen,"September 16, 2016",2.7,2.3 and up,Role Playing,No description
The House of Da Vinci,4.8,Not informed,"100,000+",Paid,4.99,Everyone,"June 14, 2018",1.0.4,4.1 and up,Puzzle,No description
Dan the Man: Action Platformer,4.8,73.0,"10,000,000+",Free,0.0,Teen,"July 26, 2018",1.2.6,4.1 and up,Arcade,No description
Geometry Dash SubZero,4.6,49.0,"10,000,000+",Free,0.0,Everyone,"December 21, 2017",1.00,4.0 and up,Arcade,No description
Escaping the Prison,4.2,31.0,"10,000,000+",Free,0.0,Everyone 10+,"June 21, 2016",1.2.2,2.3 and up,Casual,No description
Quiz TRUE or FALSE,4.6,34.0,"50,000+",Free,0.0,Everyone,"February 13, 2018",1.1,4.1 and up,Trivia,No description
Glam Doll Salon - Chic Fashion,4.0,44.0,"10,000,000+",Free,0.0,Everyone,"May 26, 2017",1.10,4.1 and up,Casual,No description
The Visitor,4.1,25.0,"5,000,000+",Free,0.0,Mature 17+,"January 2, 2018",1.2.3,4.1 and up,Adventure,No description
DB Train Simulator,3.7,72.0,"500,000+",Free,0.0,Everyone,"May 23, 2018",1.6.2,3.0 and up,Simulation,No description
DB for Fallout Shelter,4.0,47.0,"100,000+",Free,0.0,Everyone,"March 29, 2018",1.9,4.0 and up,Simulation,No description
DB for Hustle Castle,4.8,49.0,"1,000+",Free,0.0,Everyone,"July 4, 2018",1.1,4.1 and up,Role Playing,No description
DB Ultra Saiyan Battle,4.5,44.0,"1,000+",Free,0.0,Everyone 10+,"July 25, 2018",1.3.7,2.3 and up,Action,No description
DC Legends: Battle for Justice,4.5,59.0,"10,000,000+",Free,0.0,Teen,"August 2, 2018",1.21.2,4.4 and up,Role Playing,No description
Injustice 2,4.3,36.0,"5,000,000+",Free,0.0,Teen,"July 30, 2018",2.4.1,4.4 and up,Action,No description
Injustice: Gods Among Us,4.4,32.0,"10,000,000+",Free,0.0,Teen,"June 14, 2018",2.21,4.0 and up,Action,No description
LEGO Batman: DC Super Heroes,4.2,5.8,"50,000+",Paid,4.99,Everyone 10+,"May 9, 2016",Varies with device,4.0.3 and up,Adventure,Action & Adventure
Ultimate DC Challenge,4.5,35.0,"10,000+",Free,0.0,Everyone,"October 19, 2017",2.14.5e,4.0.3 and up,Trivia,No description
LEGO® DC Mighty Micros,4.3,63.0,"10,000,000+",Free,0.0,Everyone,"January 30, 2018",1.6.1326,4.1 and up,Racing,Action & Adventure
Justice League Action Run,4.3,9.7,"1,000,000+",Free,0.0,Everyone 10+,"August 7, 2018",2.01,4.3 and up,Action,No description
Quiz DC,1.4,3.1,"1,000+",Free,0.0,Everyone,"December 25, 2017",1.10,4.1 and up,Trivia,No description
Batman: Gotham’s Most Wanted!,4.0,88.0,"1,000,000+",Free,0.0,Everyone,"April 24, 2018",2.1.1,4.0 and up,Action,Action & Adventure
MARVEL Avengers Academy,4.2,Not informed,"10,000,000+",Free,0.0,Teen,"August 6, 2018",2.8.2,4.0.3 and up,Adventure,No description
DC Universe Quiz,4.3,23.0,500+,Free,0.0,Everyone,"May 22, 2018",3.2.7z,4.0.3 and up,Trivia,No description
Villains vs Superheroes,4.3,22.0,"10,000+",Free,0.0,Everyone,"September 12, 2017",3.3.3z,4.0.3 and up,Puzzle,No description
Power Rangers: Legacy Wars,4.3,91.0,"10,000,000+",Free,0.0,Teen,"July 17, 2018",2.2.1,4.0 and up,Action,No description
MARVEL Future Fight,4.6,72.0,"50,000,000+",Free,0.0,Everyone 10+,"July 3, 2018",4.2.0,4.0.3 and up,Role Playing,No description
WDAMAGE: Car Crash Engine,3.8,96.0,"1,000,000+",Free,0.0,Everyone,"June 6, 2018",31,4.2 and up,Racing,No description
Offroad Police Car DE,4.3,80.0,"1,000,000+",Free,0.0,Everyone,"March 15, 2017",1.3,2.3.3 and up,Simulation,No description
Word Search multilingual,4.2,1.5,"1,000,000+",Free,0.0,Everyone,"September 30, 2015",2.2.13,2.3 and up,Word,No description
Heavy Bus Simulator,4.4,26.0,"5,000,000+",Free,0.0,Everyone,"March 15, 2018",1.084,2.3 and up,Simulation,No description
Escape the Prison Room,3.5,36.0,"5,000,000+",Free,0.0,Everyone,"December 15, 2017",10.6,4.1 and up,Puzzle,No description
Bike Racing 3D,4.2,14.0,"50,000,000+",Free,0.0,Everyone,"January 17, 2018",2.2,2.1 and up,Racing,No description
Truck Driver Cargo,4.1,44.0,"10,000,000+",Free,0.0,Everyone 10+,"January 18, 2018",7,4.1 and up,Racing,No description
Anime Love Story Games: ✨Shadowtime✨,4.7,82.0,"5,000,000+",Free,0.0,Everyone,"August 3, 2018",20.0,4.1 and up,Simulation,No description
Checkers,4.5,3.3,"10,000,000+",Free,0.0,Everyone,"August 6, 2018",1.48.0,4.1 and up,Board,No description
Scratch Logo Quiz. Challenging brain puzzle,3.3,18.0,"10,000,000+",Free,0.0,Teen,"June 30, 2018",4.16,4.1 and up,Trivia,No description
Myth Defense 2: DF,4.2,8.3,"100,000+",Free,0.0,Everyone,"June 23, 2016",1.3.9,2.3.3 and up,Strategy,No description
Myth Defense 2: DF Platinum,4.6,8.3,"10,000+",Paid,3.99,Everyone 10+,"June 22, 2016",1.3.8,2.3.3 and up,Strategy,No description
DG Mobile,4.3,1.4,"1,000+",Free,0.0,Everyone,"April 8, 2017",0.1.10.0,2.3 and up,Board,No description
ZombieVital DG,4.3,20.0,100+,Paid,12.99,Everyone,"August 4, 2018",Varies with device,Varies with device,Simulation,No description
Destroy Gunners Σ,4.4,21.0,"1,000,000+",Free,0.0,Everyone,"January 14, 2017",1.02,4.0.3 and up,Arcade,No description
DEER HUNTER CLASSIC,4.4,77.0,"50,000,000+",Free,0.0,Teen,"July 16, 2018",3.12.0,3.0 and up,Action,No description
DEER HUNTER RELOADED,4.3,43.0,"5,000,000+",Free,0.0,Teen,"September 16, 2013",3.8.2,2.1 and up,Action,No description
Galaxy Defense,4.1,17.0,"5,000,000+",Free,0.0,Everyone,"August 22, 2015",1.2.3,3.0 and up,Strategy,No description
Call of Mini™ Dino Hunter,4.2,10.0,"10,000,000+",Free,0.0,Teen,"June 6, 2014",3.1.7,3.0 and up,Action,No description
Castle Defense 2,4.2,34.0,"1,000,000+",Free,0.0,Teen,"January 20, 2017",3.2.2,2.3.3 and up,Strategy,No description
Dungeon Rush,4.0,81.0,"1,000,000+",Free,0.0,Everyone 10+,"December 23, 2016",1.14.0,2.3 and up,Role Playing,No description
Bike Mayhem Free,4.3,Not informed,"10,000,000+",Free,0.0,Everyone,"March 27, 2018",Varies with device,4.0.3 and up,Racing,No description
Treasure Defense,4.1,35.0,"100,000+",Free,0.0,Teen,"September 8, 2015",2.2.0.23,3.0 and up,Strategy,No description
Car Crash III Beam DH Real Damage Simulator 2018,3.6,100.0,"10,000+",Free,0.0,Everyone,"May 20, 2018",1.03,4.1 and up,Racing,No description
The Lost Lands:DH Lite,4.3,48.0,"50,000+",Free,0.0,Teen,"April 3, 2015",1.01,4.2 and up,Simulation,No description
Tiny Defense,4.1,16.0,"1,000,000+",Free,0.0,Everyone,"August 22, 2015",1.0.6,3.0 and up,Strategy,No description
Toys Defense: Horror Land,3.8,24.0,"10,000+",Free,0.0,Everyone,"March 1, 2017",1.2.2,4.0.3 and up,Strategy,No description
DEER HUNTER CHALLENGE,3.7,4.1,"5,000,000+",Free,0.0,Everyone 10+,"April 11, 2011",1.4.3,2.0 and up,Action,No description
Kingdom in Chaos,4.3,28.0,"100,000+",Free,0.0,Everyone 10+,"December 21, 2015",1.0.5,2.3 and up,Role Playing,No description
Desperate Housewives: The Game,4.2,27.0,"500,000+",Free,0.0,Teen,"August 6, 2018",18.30.22,4.4 and up,Role Playing,No description
Dinosaur War,4.3,27.0,"10,000,000+",Free,0.0,Everyone,"August 4, 2016",1.4.4,2.3.3 and up,Simulation,No description
Castle Defense : Invasion,4.2,41.0,"100,000+",Free,0.0,Everyone,"July 15, 2018",1.2.1,4.0.3 and up,Strategy,No description
Defender,4.6,14.0,"10,000,000+",Free,0.0,Everyone 10+,"July 22, 2016",1.1.9,2.3 and up,Action,No description
Avenger Legends,4.0,94.0,"100,000+",Free,0.0,Everyone,"July 13, 2017",1.13.299,4.0.3 and up,Role Playing,No description
DrivingTest,2.9,45.0,"100,000+",Free,0.0,Everyone,"February 27, 2017",5,4.1 and up,Simulation,No description
Deck Heroes: Legacy,4.7,52.0,"10,000,000+",Free,0.0,Teen,"July 16, 2018",11.7.5,2.3.3 and up,Card,No description
Shred! Downhill Mountainbiking,3.9,63.0,"1,000,000+",Free,0.0,Everyone,"February 2, 2017",1.67,2.3 and up,Arcade,No description
Pocket Heroes,4.5,26.0,"1,000,000+",Free,0.0,Everyone 10+,"September 5, 2015",2.0.5,3.0 and up,Role Playing,No description
Archery Physics Objects Destruction Apple shooter,4.5,39.0,"100,000+",Free,0.0,Teen,"July 7, 2018",1.04,4.1 and up,Action,No description
Cooking in the Kitchen,4.1,87.0,"10,000,000+",Free,0.0,Everyone,"August 2, 2018",1.1.64,4.1 and up,Casual,Pretend Play
Fancy Pants Adventures,4.7,61.0,"1,000,000+",Free,0.0,Everyone 10+,"July 13, 2017",1.0.10,4.1 and up,Arcade,No description
Lep's World 3 🍀🍀🍀,4.3,52.0,"50,000,000+",Free,0.0,Everyone 10+,"June 11, 2018",2.0.1.3,4.1 and up,Action,No description
Robbery Bob,4.5,44.0,"10,000,000+",Free,0.0,Everyone 10+,"July 29, 2018",1.18.4,4.1 and up,Action,No description
Nyan Cat: Lost In Space,4.5,90.0,"10,000,000+",Free,0.0,Everyone 10+,"June 8, 2018",10.1.6,4.1 and up,Arcade,No description
Euro Truck Driver (Simulator),4.4,30.0,"10,000,000+",Free,0.0,Everyone,"February 15, 2018",1.6.0,4.1 and up,Simulation,No description
DJ Mix Effects Simulator,4.1,20.0,"1,000,000+",Free,0.0,Everyone,"January 26, 2018",1.1,4.1 and up,Simulation,No description
DK Quiz,4.4,34.0,"50,000+",Free,0.0,Everyone,"April 10, 2014",1.3,2.3 and up,Trivia,No description
Super DK vs Kong Brother Advanced Free Classic,3.8,38.0,"10,000+",Free,0.0,Everyone,"July 17, 2018",1.2,4.1 and up,Arcade,No description
Fifth Edition DM Tools,4.1,3.0,"100,000+",Free,0.0,Everyone,"January 19, 2017",1.14b,3.0 and up,Role Playing,No description
DM EVOLUTION,2.5,97.0,"10,000+",Free,0.0,Everyone,"July 23, 2018",2.0.9,4.1 and up,Card,No description
Interactive NPC DM Tool,2.8,0.61,50+,Paid,0.99,Everyone,"January 31, 2015",1.0.0,2.3.3 and up,Role Playing,No description
Dragon Nest M,4.6,62.0,"100,000+",Free,0.0,Teen,"July 17, 2018",1.2.0,4.3 and up,Role Playing,No description
Downtown Mafia: Gang Wars (Mobster Game) Free,4.5,Not informed,"1,000,000+",Free,0.0,Teen,"September 2, 2017",Varies with device,Varies with device,Role Playing,No description
Guardian Hunter: SuperBrawlRPG,4.5,27.0,"1,000,000+",Free,0.0,Everyone 10+,"August 6, 2018",14.4.4.00,4.1 and up,Role Playing,No description
Destiny Ninja Shall we date otome games love story,4.4,30.0,"500,000+",Free,0.0,Everyone 10+,"April 20, 2018",1.6.2,4.0 and up,Adventure,No description
Free Poker Games : Downtown Casino - Texas Holdem,4.5,50.0,"50,000+",Free,0.0,Teen,"June 5, 2018",0.1.27,4.1 and up,Card,No description
Darkness Rises,4.7,86.0,"5,000,000+",Free,0.0,Teen,"July 24, 2018",1.2.0,4.4 and up,Role Playing,No description
NARUTO X BORUTO NINJA VOLTAGE,4.4,71.0,"5,000,000+",Free,0.0,Everyone 10+,"July 19, 2018",1.1.7,4.4 and up,Action,No description
Sword Art Online: Integral Factor,4.0,32.0,"1,000,000+",Free,0.0,Everyone 10+,"July 26, 2018",1.0.9,4.4 and up,Role Playing,No description
do,3.1,5.9,"100,000+",Free,0.0,Everyone,"June 8, 2016",1.0.4,4.0 and up,Strategy,No description
Does not Commute,4.0,78.0,"5,000,000+",Free,0.0,Everyone,"October 13, 2015",1.4.2,2.3 and up,Racing,No description
Kung Fu Do Fighting,4.0,Not informed,"10,000,000+",Free,0.0,Teen,"July 25, 2018",Varies with device,Varies with device,Arcade,No description
Do Not Crash,3.7,8.3,"1,000,000+",Free,0.0,Everyone,"February 5, 2015",1.4,2.3 and up,Casual,No description
How well do you know me?,3.9,6.4,"100,000+",Free,0.0,Everyone,"July 26, 2018",2.3.0,4.1 and up,Word,No description
Endless Ducker,4.5,41.0,"500,000+",Free,0.0,Everyone,"September 16, 2016",1.0.7,4.0.3 and up,Arcade,No description
that's lit,4.7,39.0,"100,000+",Free,0.0,Everyone,"July 7, 2017",1.0,4.3 and up,Arcade,No description
Dash Quest Heroes,4.3,59.0,"500,000+",Free,0.0,Everyone 10+,"July 16, 2018",1.4.0,4.1 and up,Adventure,No description
DRAGON QUEST VIII,4.5,27.0,"50,000+",Paid,19.99,Everyone 10+,"April 4, 2017",1.1.4,4.0 and up,Role Playing,No description
DRAGON QUEST III,4.2,63.0,"10,000+",Paid,9.99,Everyone,"March 9, 2018",1.0.5,4.0 and up,Role Playing,No description
DRAGON QUEST,4.2,30.0,"100,000+",Paid,2.99,Everyone,"March 10, 2017",1.0.7,2.3 and up,Role Playing,No description
DRAGON QUEST II,4.5,44.0,"10,000+",Paid,4.99,Everyone,"March 9, 2018",1.0.5,4.0 and up,Role Playing,No description
DRAGON QUEST VI,4.4,17.0,"100,000+",Paid,14.99,Everyone,"August 1, 2018",1.0.4,2.3 and up,Role Playing,No description
CHRONO TRIGGER (Upgrade Ver.),3.8,6.3,"100,000+",Paid,9.99,Everyone 10+,"June 12, 2018",2.0.4,4.2 and up,Role Playing,No description
FINAL FANTASY DIMENSIONS,4.3,1.1,"100,000+",Paid,13.99,Everyone,"March 15, 2017",1.1.3,2.3.3 and up,Role Playing,No description
RPG Dragon Lapis,4.6,56.0,"100,000+",Free,0.0,Teen,"July 9, 2018",1.1.4g,4.1 and up,Role Playing,No description
Jungle book-The Great Escape,3.9,25.0,"100,000+",Free,0.0,Everyone,"July 17, 2013",1.3,2.3 and up,Action,No description
Bunny Skater,4.2,4.7,"10,000,000+",Free,0.0,Everyone,"November 20, 2013",1.5,2.1 and up,Adventure,No description
The Walking Zombie: Dead City,4.6,96.0,"1,000,000+",Free,0.0,Teen,"February 21, 2018",2.55,4.1 and up,Action,No description
Dr. Parking 4,4.4,13.0,"50,000,000+",Free,0.0,Everyone,"March 6, 2018",1.14,4.0.3 and up,Racing,No description
Dr. Driving 2,4.6,19.0,"10,000,000+",Free,0.0,Everyone,"May 3, 2018",1.32,4.0.3 and up,Racing,No description
Dr. Truck Driver : Real Truck Simulator 3D,4.1,96.0,"100,000+",Free,0.0,Everyone 10+,"July 5, 2018",1.8,4.1 and up,Simulation,No description
Dr. Cares - Pet Rescue 911 🐶,4.2,35.0,"500,000+",Free,0.0,Everyone,"September 21, 2017",1.5,4.0.3 and up,Casual,No description
Dr. Parker : Parking Simulator,4.5,81.0,"1,000,000+",Free,0.0,Everyone,"January 18, 2018",3.1,4.0 and up,Racing,No description
Dr. Parker : Real car parking simulation,4.6,95.0,"1,000,000+",Free,0.0,Everyone,"July 24, 2018",1.29,4.0 and up,Racing,No description
Real Car Dr Parking Master: Parking Games 2018,4.2,27.0,"1,000,000+",Free,0.0,Everyone,"May 12, 2018",1.0,4.1 and up,Simulation,No description
Doctor Kids,4.2,25.0,"10,000,000+",Free,0.0,Everyone,"July 26, 2018",1.39,4.1 and up,Casual,Pretend Play
Dr. Rocket,4.0,3.4,"1,000,000+",Free,0.0,Everyone,"January 6, 2018",1.11,4.1 and up,Arcade,No description
Dr. Dominoes,4.0,5.7,"500,000+",Free,0.0,Everyone,"January 3, 2018",1.06,4.1 and up,Board,No description
Dr. Sudoku,3.5,3.1,"500,000+",Free,0.0,Everyone,"January 4, 2018",1.06,4.1 and up,Puzzle,No description
